PRODUCT,CONTENT_BRAND_NAME,GENRE,SHOW_TITLE
Peacock,WPTA,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WBTS,COM,NIGHT COURT
Peacock,WREX,COM,NIGHT COURT
Peacock,KRIS,TALK,THE KELLY CLARKSON SHOW
Peacock,WITN,NEWS,MEET THE PRESS
Oxygen App,Syfy,DRAMA,CHUCKY
Peacock,WBAL,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KVEO,NEWS,MEET THE PRESS
Peacock,KRIS,NEWS,MEET THE PRESS
Peacock,WGBA,DRAMA,CHICAGO FIRE
Peacock,KYOU,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
USA App,NBC,REAL,AMERICAN NINJA WARRIOR
usanetwork.com,Syfy,SCIFI,RESIDENT ALIEN
Peacock,WGAL,MUSIC,THE VOICE
nbc.com,Telemundo,DRAMA,CASO CERRADO
Peacock,KSBW,NEWS,MEET THE PRESS
Oxygen App,Telemundo,DRAMA,LA MUJER EN EL ESPEJO
Peacock,Peacock,ACT,TWISTED METAL
Peacock,Peacock,REAL,BELOW DECK DOWN UNDER
NBC App,NBC,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Bravo App,Bravo,REAL,SOUTHERN HOSPITALITY
Peacock,KPRC,MUSIC,THE VOICE
Peacock,WCAU,MUSIC,THE VOICE
Peacock,KPRC,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WLBZ,MUSIC,THE VOICE
Peacock,KARK,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KWES,TALK,THE KELLY CLARKSON SHOW
Peacock,WDTN,NEWS,MEET THE PRESS
Peacock,KALB,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WICU,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WPBI,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
oxygen.com,Oxygen,REAL,HOMICIDE FOR THE HOLIDAYS
Peacock,KPVI,NEWS,MEET THE PRESS
Peacock,NBC,DRAMA,DAYS OF OUR LIVES
Peacock,Warner,COM,THE MIDDLE
Peacock,USA,COM,MONK
nbc.com,NBC,DRAMA,CHICAGO FIRE
Peacock,Hallmark,COM,FRASIER
Peacock,KSDK,MUSIC,THE VOICE
Peacock,KDLT,MUSIC,THE VOICE
Peacock,WVLA,MUSIC,THE VOICE
Peacock,KOAA,MUSIC,THE VOICE
Peacock,WLBT,COM,NIGHT COURT
Peacock,WPBI,TALK,THE KELLY CLARKSON SHOW
Peacock,WITN,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KGWN,COM,NIGHT COURT
Peacock,KBMT,NEWS,MEET THE PRESS
Peacock,KGWN,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Bravo App,Telemundo,DRAMA,LA HIJA DEL MARIACHI
Bravo App,Universo,DRAMA,CASO CERRADO
Peacock,REELZ,REAL,JAIL
bravotv.com,Bravo,REAL,SOUTHERN CHARM
NBC App,NBC,DRAMA,QUANTUM LEAP
Peacock,KWES,MUSIC,THE VOICE
Peacock,KNSD,MUSIC,THE VOICE
Peacock,WIS,NEWS,MEET THE PRESS
E! App,E!,COM,MODERN FAMILY
Peacock,WBIR,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,Warner,COM,THAT '70S SHOW
NBC App,NBC,DRAMA,CHICAGO FIRE
E! App,NBC,DRAMA,CHICAGO FIRE
Peacock,WAVY,MUSIC,THE VOICE
Peacock,WXIA,NEWS,MEET THE PRESS
Peacock,KTVM,MUSIC,THE VOICE
Peacock,WNBD,MUSIC,THE VOICE
Syfy App,Bravo,REAL,TOP CHEF
Peacock,WXII,MUSIC,THE VOICE
Peacock,WSTM,MUSIC,THE VOICE
Peacock,WPMI,MUSIC,THE VOICE
Peacock,WESH,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KLAF,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WCYB,TALK,THE KELLY CLARKSON SHOW
Peacock,WXXV,COM,NIGHT COURT
usanetwork.com,E!,COM,MODERN FAMILY
usanetwork.com,Bravo,REAL,SUMMER HOUSE
Bravo App,Bravo,REAL,DANCING QUEENS
Peacock,WTMJ,MUSIC,THE VOICE
bravotv.com,Bravo,REAL,BELOW DECK SAILING YACHT
Peacock,WTVJ,MUSIC,THE VOICE
Peacock,KPLC,COM,NIGHT COURT
Peacock,WJFW,COM,NIGHT COURT
Peacock,KVEO,MUSIC,THE VOICE
Peacock,KING,NEWS,MEET THE PRESS
Peacock,WMBF,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WAVE,NEWS,MEET THE PRESS
Peacock,WSAV,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WGBC,COM,THE KING OF QUEENS
USA App,Bravo,REAL,THE REAL HOUSEWIVES OF ATLANTA
Peacock,KCWY,NEWS,MEET THE PRESS
Peacock,Peacock,REAL,LOVE ISLAND
Peacock,WWE NETWORK,SPORT,SUMMERSLAM
Peacock,WREX,MUSIC,THE VOICE
Peacock,KOBI,MUSIC,THE VOICE
Peacock,WJAR,MUSIC,THE VOICE
USA App,NBC,DRAMA,CHICAGO FIRE
E! App,NBC,DRAMA,CHICAGO MED
Peacock,WGEM,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KXAN,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KECI,MUSIC,THE VOICE
Peacock,KGW,NEWS,MEET THE PRESS
Peacock,KUAM,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,USA,DRAMA,COVERT AFFAIRS
Peacock,Peacock,DRAMA,THE BEST MAN: THE FINAL CHAPTERS
Peacock,Telemundo,UNK,TIERRA DE REYES
NBC App,Bravo,REAL,THE REAL HOUSEWIVES OF POTOMAC
NBC Sports App TVE,NBC,MUSIC,THE VOICE
Peacock,WBIR,MUSIC,THE VOICE
Oxygen App,Oxygen,REAL,AN UNEXPECTED KILLER
Peacock,WWBT,NEWS,MEET THE PRESS
Peacock,KOB,NEWS,MEET THE PRESS
NBC App,Bravo,REAL,SOUTHERN CHARM
Peacock,WVVA,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
NBC App,USA,REAL,CHRISLEY KNOWS BEST
Peacock,WRDE,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Syfy App,NBC,DRAMA,QUANTUM LEAP
bravotv.com,Bravo,REAL,DANCING QUEENS
Peacock,WKTV,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Syfy App,NBC,COM,LOPEZ VS LOPEZ
Oxygen App,E!,REAL,BOTCHED
Peacock,WPXI,COM,NIGHT COURT
Peacock,KFYR,COM,NIGHT COURT
Peacock,KLAF,MUSIC,THE VOICE
Peacock,KNBN,MUSIC,THE VOICE
Peacock,KEYC,COM,NIGHT COURT
Peacock,WJHG,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
nbc.com,E!,REAL,BOTCHED
Peacock,KMTR,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
USA App,Bravo,REAL,SUMMER HOUSE
Peacock,WCBD,NEWS,MEET THE PRESS
Peacock,WRDE,NEWS,MEET THE PRESS
E! App,NBC,COM,NIGHT COURT
Peacock,KTVF,TALK,THE KELLY CLARKSON SHOW
Peacock,NBC,COM,YOUNG ROCK
Peacock,KNSD,TALK,THE KELLY CLARKSON SHOW
Peacock,WBIR,NEWS,MEET THE PRESS
Peacock,WPSD,TALK,THE KELLY CLARKSON SHOW
Peacock,KWQC,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KPVI,COM,NIGHT COURT
Peacock,WESH,NEWS,MEET THE PRESS
Peacock,KTVB,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KYOU,COM,NIGHT COURT
Syfy App,Bravo,REAL,BELOW DECK
Peacock,WJAR,NEWS,MEET THE PRESS
Oxygen App,Telemundo,UNK,TIERRA DE REYES
Peacock,WTAP,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
USA App,Telemundo,DRAMA,HASTA QUE LA PLATA NOS SEPARE
Peacock,Peacock,SPORT,WRESTLEMANIA
Peacock,Peacock,REAL,THE RESORT
Bravo App,Bravo,REAL,THE REAL HOUSEWIVES OF POTOMAC
Peacock,Law & Crime Network,CRIME,PRIME CRIME
Peacock,KETK,MUSIC,THE VOICE
Bravo App,Bravo,REAL,THE REAL HOUSEWIVES OF NEW JERSEY
NBC App,E!,REAL,BELOW DECK
Peacock,KGET,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WNWO,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Syfy App,USA,SPORT,WWE NXT
NBC Sports App TVE,Oxygen,REAL,SNAPPED
Peacock,KULR,MUSIC,THE VOICE
Peacock,KOB,COM,NIGHT COURT
Peacock,WDTN,COM,NIGHT COURT
Peacock,WSAZ,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KJRH,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WECT,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,Screen Media Ventures,FAM,RIDE
Peacock,KALB,DRAMA,LAW & ORDER: SPECIAL VICTIMS UNIT
Peacock,WNDU,COM,NIGHT COURT
E! App,Bravo,REAL,THE REAL HOUSEWIVES OF BEVERLY HILLS
Peacock,WHIZ,MUSIC,THE VOICE
Peacock,KKCO,DRAMA,LAW & ORDER: SPECIAL VICTIMS UNIT
usanetwork.com,E!,REAL,BOTCHED
Bravo App,E!,REAL,VANDERPUMP RULES
Peacock,KNBC,MUSIC,THE VOICE
Peacock,WBTS,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KCBD,COM,NIGHT COURT
Peacock,WSLS,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Bravo App,Bravo,REAL,TOP CHEF MASTERS
Peacock,KGNS,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KGWN,MUSIC,THE VOICE
Peacock,KSEE,COM,NIGHT COURT
Peacock,WAFF,TALK,THE KELLY CLARKSON SHOW
Bravo App,NBC,DRAMA,CHICAGO FIRE
Peacock,WNBD,COM,NIGHT COURT
Peacock,CBS,DRAMA,CHARMED
Peacock,Bravo,REAL,THE REAL HOUSEWIVES OF DUBAI
oxygen.com,Oxygen,REAL,SNAPPED
Peacock,KXAS,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WAVY,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WAVY,COM,NIGHT COURT
Peacock,KHQ,NEWS,MEET THE PRESS
Peacock,WCNC,COM,NIGHT COURT
Peacock,WGRZ,MUSIC,THE VOICE
Peacock,KFDX,MUSIC,THE VOICE
Peacock,KFYR,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KSBW,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
nbc.com,NBC,DRAMA,LA BREA
Peacock,KNVN,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WDSU,COM,NIGHT COURT
Peacock,WNYT,MUSIC,THE VOICE
Peacock,KTAL,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KOMU,MUSIC,THE VOICE
NBC App,Telemundo,DRAMA,LA HIJA DEL MARIACHI
Peacock,WVIT,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WYFF,COM,NIGHT COURT
E! App,E!,REAL,BOTCHED
Peacock,KMIR,COM,NIGHT COURT
Peacock,WCBD,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
NBC App,MSNBC,NEWS,ALEX WAGNER TONIGHT
Peacock,KMTR,NEWS,MEET THE PRESS
usanetwork.com,NBC,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Syfy App,Oxygen,REAL,SNAPPED
Peacock,WAVE,COM,SATURDAY NIGHT LIVE
nbc.com,NBC,REAL,AMERICA'S GOT TALENT
Peacock,WMC,MUSIC,THE VOICE
Peacock,WKYC,TALK,THE KELLY CLARKSON SHOW
Peacock,KRIS,MUSIC,THE VOICE
Peacock,WDIV,COM,NIGHT COURT
Peacock,KCRA,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WNBW,DRAMA,LAW & ORDER: CRIMINAL INTENT
NBC App,Telemundo,UNK,TIERRA DE REYES
Peacock,WPBN,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KNOP,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
USA App,USA,DRAMA,CHICAGO FIRE
Peacock,KFDX,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
E! App,Telemundo,DRAMA,LA HIJA DEL MARIACHI
Peacock,WVIR,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WGAL,TALK,THE KELLY CLARKSON SHOW
Peacock,KOB,TALK,THE KELLY CLARKSON SHOW
Peacock,WETM,COM,NIGHT COURT
Peacock,KPLC,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WAND,NEWS,MEET THE PRESS
Peacock,KCWY,MUSIC,THE VOICE
Peacock,WNKY,COM,NIGHT COURT
Peacock,KVLY,COM,SATURDAY NIGHT LIVE
Bravo App,NBC,TALK,THE KELLY CLARKSON SHOW
Syfy App,MSNBC,NEWS,ANDREA MITCHELL REPORTS
Peacock,KOB,DRAMA,CHICAGO FIRE
Syfy App,Telemundo,DRAMA,AMOR VALIENTE
Bravo App,Oxygen,REAL,BURIED IN THE BACKYARD
Peacock,Warner,COM,TWO AND A HALF MEN
Peacock,KSNV,MUSIC,THE VOICE
Peacock,WVTM,TALK,THE KELLY CLARKSON SHOW
Peacock,WAGT,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WPTZ,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KLAF,COM,NIGHT COURT
Peacock,KSNB,NEWS,MEET THE PRESS
nbc.com,NBC,DRAMA,DAYS OF OUR LIVES
Peacock,KTVM,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
usanetwork.com,MSNBC,NEWS,ALEX WAGNER TONIGHT
Oxygen App,Bravo,REAL,BELOW DECK MEDITERRANEAN
Peacock,WBAL,TALK,THE KELLY CLARKSON SHOW
NBC App,E!,COM,MODERN FAMILY
Peacock,WMC,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WDSU,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KNDO,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WLBZ,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
E! App,Oxygen,REAL,HOMICIDE FOR THE HOLIDAYS
Bravo App,Bravo,REAL,FAMILY KARMA
Peacock,WPBI,COM,NIGHT COURT
Bravo App,E!,REAL,BELOW DECK
Peacock,WTLV,COM,SATURDAY NIGHT LIVE
Peacock,Bravo,REAL,BELOW DECK
Peacock,Bravo,REAL,BELOW DECK SAILING YACHT
Peacock,Bravo,REAL,BELOW DECK DOWN UNDER
Bravo App,Bravo,REAL,THE REAL HOUSEWIVES OF ORANGE COUNTY
Peacock,WNYT,COM,NIGHT COURT
Peacock,WRGX,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,KBJR,NEWS,MEET THE PRESS
Bravo App,MSNBC,NEWS,THE REIDOUT
Oxygen App,USA,DRAMA,LAW & ORDER: SPECIAL VICTIMS UNIT
Syfy App,NBC,DRAMA,LA BREA
Peacock,KNBC,COM,SATURDAY NIGHT LIVE
Peacock,WWBT,MUSIC,THE VOICE
Peacock,KALB,MUSIC,THE VOICE
Peacock,KPVI,MUSIC,THE VOICE
Peacock,WHEC,TALK,THE KELLY CLARKSON SHOW
Bravo App,Bravo,REAL,THE REAL HOUSEWIVES OF NEW YORK CITY
Peacock,WPBN,COM,NIGHT COURT
E! App,E!,REAL,VANDERPUMP RULES
Peacock,WTMJ,TALK,THE KELLY CLARKSON SHOW
Peacock,KOAA,TALK,THE KELLY CLARKSON SHOW
Peacock,WJAC,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WVNC,MUSIC,THE VOICE
Peacock,KJJC,MUSIC,THE VOICE
Peacock,WGEM,NEWS,MEET THE PRESS
Oxygen App,Bravo,REAL,BELOW DECK SAILING YACHT
E! App,E!,COM,SAVED BY THE BELL
Peacock,WALB,MUSIC,THE VOICE
Peacock,KETK,COM,NIGHT COURT
Peacock,WOAI,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
NBC Sports App TVE,USA,DRAMA,LAW & ORDER: SPECIAL VICTIMS UNIT
E! App,NBC,TALK,THE KELLY CLARKSON SHOW
Peacock,Oxygen,DOC,FLORIBAMA MURDERS
Peacock,Peacock,DRAMA,BEL-AIR
NBC App,NBC,DRAMA,CHICAGO MED
bravotv.com,Bravo,REAL,THE REAL HOUSEWIVES OF ATLANTA
Peacock,WBAL,NEWS,MEET THE PRESS
Peacock,WBIR,TALK,THE KELLY CLARKSON SHOW
Peacock,NBC,DRAMA,CHUCKY
Peacock,WEAU,NEWS,MEET THE PRESS
Peacock,WXXV,DRAMA,CHICAGO FIRE
Peacock,WVVA,MUSIC,THE VOICE
Peacock,WRC,NEWS,MEET THE PRESS
Peacock,KNTV,COM,NIGHT COURT
Peacock,WXII,NEWS,MEET THE PRESS
NBC App,Telemundo,DRAMA,EL CLON
Peacock,WFLA,NEWS,MEET THE PRESS
Peacock,WSLS,COM,NIGHT COURT
Peacock,WNBJ,MUSIC,THE VOICE
Peacock,KSAN,COM,NIGHT COURT
Peacock,KGET,COM,NIGHT COURT
Peacock,KVOA,NEWS,MEET THE PRESS
Peacock,WWPI,COM,NIGHT COURT
E! App,NBC,REAL,AMERICAN NINJA WARRIOR
Peacock,KNDO,COM,NIGHT COURT
bravotv.com,Bravo,REAL,VANDERPUMP RULES
Peacock,Peacock,DRAMA,ONE OF US IS LYING
Peacock,WDSU,TALK,THE KELLY CLARKSON SHOW
Peacock,WWBT,COM,NIGHT COURT
Peacock,WGRZ,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Peacock,WVIT,NEWS,MEET THE PRESS
Syfy App,Syfy,SCIFI,RESIDENT ALIEN
Bravo App,Bravo,REAL,BELOW DECK DOWN UNDER
Peacock,KNSD,COM,NIGHT COURT
Peacock,WIS,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
Bravo App,Bravo,REAL,THE REAL HOUSEWIVES OF DUBAI
Peacock,KSNT,COM,NIGHT COURT
Peacock,WDAM,TALK,THE KELLY CLARKSON SHOW
Peacock,WTLV,NEWS,MEET THE PRESS
NBC App,E!,REAL,BOTCHED
USA App,Bravo,REAL,TOP CHEF
Peacock,KRNV,NEWS,MEET THE PRESS
usanetwork.com,NBC,COM,SATURDAY NIGHT LIVE
nbc.com,E!,REAL,KEEPING UP WITH THE KARDASHIANS
Peacock,Bravo,REAL,THE REAL HOUSEWIVES OF ORANGE COUNTY
Peacock,WMAQ,TALK,THE KELLY CLARKSON SHOW
Peacock,KNWA,MUSIC,THE VOICE
Peacock,WCAU,TALK,THE KELLY CLARKSON SHOW
Peacock,WXIA,COM,NIGHT COURT
Peacock,WMGT,MUSIC,THE VOICE
Peacock,KCEN,MUSIC,THE VOICE
Bravo App,NBC,DRAMA,QUANTUM LEAP
nbc.com,Telemundo,DRAMA,EL CLON
Peacock,Sony,ACT,"WALKER, TEXAS RANGER"
Peacock,WBAL,COM,NIGHT COURT
Peacock,WDTN,MUSIC,THE VOICE
Peacock,WVIT,COM,NIGHT COURT
Peacock,KSNT,MUSIC,THE VOICE
Peacock,KSBY,TALK,THE TONIGHT SHOW STARRING JIMMY FALLON
NBC Sports App TVE,NBC,DRAMA,CHICAGO FIRE
Bravo App,Bravo,REAL,LOVE WITHOUT BORDERS
Peacock,KLAF,NEWS,MEET THE PRESS
Peacock,KRBC,COM,NIGHT COURT
Peacock,WPTV,NEWS,MEET THE PRESS
Peacock,KGW,COM,SATURDAY NIGHT LIVE
Peacock,NBC,MUSIC,THE VOICE
